Date,S&P500,Industrials,Health Care,Information Technology,Consumer Discretionary,Utilities,Financials,Materials,Real Estate,Consumer Staples,Energy,Telecommunication Services
2007-09-30,41.12349957271781,41.59507310883139,41.305044502308405,35.0268127808624,33.463743588584144,28.77801822612086,67.92724544656724,41.8504024569378,39.727692758223675,28.074302143375682,42.029828125939844,35.37390627631579
2007-10-31,43.02734002719063,43.28943587546057,43.15191003127384,38.48746182439615,34.37840727294687,29.82177007407407,70.04185188595865,44.487078201581035,42.21301635190217,28.69339782908546,44.77400869409938,33.854165826086955
2007-11-30,40.87434336378857,41.59334139790155,42.95202288972431,36.73853737641724,31.97089216732804,30.46221986419753,62.978899619047645,43.132761448051944,39.09541145982143,28.613985487684733,44.11999143877552,28.690976845238097
2007-12-31,41.58022385748547,42.21942241440678,44.327286219298244,37.84325715084034,32.284779351388885,31.362376766666667,62.820699307425265,45.43623542727271,38.31299408125001,29.232752113793104,46.02515011607143,29.3886173625
2008-01-31,38.348653921355364,38.52806646246973,42.37868184544694,32.92288826194255,28.69747019179893,29.757110134038797,58.4896981241218,42.97252025108225,34.99113923660715,27.656733323481113,44.39261338265306,27.374091345238092
2008-02-29,38.13670969747257,39.43586119661017,41.64484830701753,31.874408669047618,29.605948186111114,28.394305927777783,56.05750224016393,43.96328219090908,35.7732953125,27.604025334482756,45.76340215178572,25.278670687500004
2008-03-31,36.59059325877287,38.492462961016955,39.13726080526315,29.776085805859367,28.276809147916666,27.464448175925927,51.83086752842969,42.96509373863636,35.741887065625,28.026998943333336,47.389166432142865,22.350772975
2008-04-30,38.817269901515154,40.601818927580894,40.25203147288675,33.11058078125001,29.408588621843435,28.44391481439393,54.796038613263796,46.097484549586774,39.20087772017045,28.674068478787888,52.054458926948044,23.854696534090905
2008-05-31,39.661121861458064,42.46894505972558,40.15302116290727,34.181332122991066,29.89021880423281,29.20667852891157,54.13840136846216,47.393162495671,40.480881761904755,28.64620869169603,56.28282415306122,28.23140409523809
2008-06-30,38.20978122265486,40.55852248829702,39.34539196324145,33.868046831845234,28.25535201685985,29.252743768707486,48.559004829039814,48.334786978354984,38.700845095238094,27.791263262672814,57.67894198129253,28.766133309523806
2008-07-31,35.60157320308664,37.654318004622496,39.58586097049443,31.420814816406256,25.720255351183063,28.061376910714284,43.60747481053416,44.470842045454546,36.68846883238637,27.147270370967743,51.16600450974024,25.659919181818186
2008-08-31,36.390172901130825,38.868233853107355,41.81560734085213,32.00065478911564,27.622530985649057,27.23588228231292,44.78160420062451,43.757039705627705,38.071102447916665,28.37737181105991,46.33670033503402,26.701080750000003
2008-09-30,34.372181284230514,36.48386952623085,39.763242523809495,28.867857697656838,26.72006825525526,25.95811746768707,41.62321111397345,41.578903047619036,37.88091718452381,28.547262970814128,42.324231692176866,25.92739602380953
2008-10-31,26.111787707844965,27.39548630434782,31.861141903890154,22.586763927536232,19.444790860164517,21.694267621118005,30.325723530292233,30.03245849407115,28.205752085597823,24.972363663394113,29.758873124223594,17.78208093478261
